Subject,Sex,Age,Group,Running,Sample,Cue,Target,Acc,RT,Resp,Condition,WordType
52,female,19,Recall,Recall,15,contumacious,rebellious,0,39172,comply,Meaning,Cue
52,female,19,Recall,Recall,16,recreant,surrendering,0,19135,reduce,Study,Cue
52,female,19,Recall,Recall,17,burgeon,flourish,0,22804,billow,First Word,Cue
52,female,19,Recall,Recall,18,subsecive,spare,0,32126,compliant,Foil,Cue
52,female,19,Recall,Recall,19,maunder,ramble,1,14779,ramble,Meaning,Cue
52,female,19,Recall,Recall,20,minatory,threatening,1,8795,threatening,Meaning,Cue
52,female,19,Recall,Recall,21,stolid,unemotional,0,44509,permenant,Meaning,Cue
52,female,19,Recall,Recall,22,subvention,grant,0,22512,tools,Foil,Cue
52,female,19,Recall,Recall,23,spoliate,plunder,0,12914,selfish,Foil,Cue
52,female,19,Recall,Recall,24,objurgate,rebuke,0,22744,reduce,Study,Cue
52,female,19,Recall,Recall,25,trammel,impede,0,14784,ramble,Study,Cue
52,female,19,Recall,Recall,26,slake,quench,0,26384,slip,Study,Cue
52,female,19,Recall,Recall,27,roil,billow,0,28944,rise,First Word,Cue
52,female,19,Recall,Recall,28,lassitude,tiredness,0,11790,fruit,First Word,Cue
52,female,19,Recall,Recall,29,perpend,consider,0,13329,subjected,Foil,Cue
52,female,19,Recall,Recall,30,inculcate,instil,0,31948,hide,Foil,Cue
52,female,19,Recall,Recall,31,stanchion,support,0,46323,possition,Foil,Cue
52,female,19,Recall,Recall,32,roke,mist,1,3576,mist,First Word,Cue
52,female,19,Recall,Recall,33,sententious,moralising,0,20826,emotional,First Word,Cue
52,female,19,Recall,Recall,34,abjure,reject,0,8799,hide,First Word,Cue
52,female,19,Recall,Recall,35,limpid,clear,0,6964,clean,Meaning,Cue
52,female,19,Recall,Recall,36,orotund,pompous,0,10209,leaf,First Word,Cue
52,female,19,Recall,Recall,37,succursal,branch,0,20770,cursed,Meaning,Cue
52,female,19,Recall,Recall,38,intractable,unmanageable,0,41865,strong,Foil,Cue
52,female,19,Recall,Recall,39,surquedry,arrogance,0,11633,silence,Meaning,Cue
52,female,19,Recall,Recall,40,subdolous,crafty,0,6992,subdue,Meaning,Cue
52,female,19,Recall,Recall,41,peculate,embezzle,0,26522,fruit,First Word,Cue
52,female,19,Recall,Recall,42,pertinacious,unyielding,0,20255,thoughtful,Study,Cue
52,female,19,Recall,Recall,43,sodality,fellowship,0,8067,singular,Meaning,Cue
52,female,19,Recall,Recall,44,opprobrium,disgrace,0,11671,chemical,Study,Cue
52,female,19,Recall,Recall,45,inchoate,undeveloped,0,26765,hide,Meaning,Cue
52,female,19,Recall,Recall,46,tyro,beginner,0,5667,tree,Foil,Cue
52,female,19,Recall,Recall,47,immure,imprison,0,14990,unclean,Foil,Cue
52,female,19,Recall,Recall,48,valinch,tube,0,19773,capture,Foil,Cue
52,female,19,Recall,Recall,49,frond,leaf,0,20695,commit,First Word,Cue
52,female,19,Recall,Recall,50,recondite,hidden,0,6426,predict,First Word,Cue
52,female,19,Recall,Recall,51,compendious,concise,0,15156,accomplished,Study,Cue
52,female,19,Recall,Recall,52,everse,overthrow,0,42008,gain,Study,Cue
52,female,19,Recall,Recall,53,superate,overcome,0,29395,determine,Foil,Cue
52,female,19,Recall,Recall,54,esculent,edible,0,21038,above,First Word,Cue
52,female,19,Recall,Recall,55,descry,discover,0,19699,decide,Foil,Cue
52,female,19,Recall,Recall,56,renitent,resistant,0,5920,regret,First Word,Cue
52,female,19,Recall,Recall,57,threnody,lament,0,9404,story,Meaning,Cue
52,female,19,Recall,Recall,58,stentorian,loud,0,83589,person,Study,Cue
52,female,19,Recall,Recall,59,gossamer,flimsy,0,3493,gamble,First Word,Cue
52,female,19,Recall,Recall,60,inimical,hostile,0,14427,irrelevant,Meaning,Cue
53,female,45,Recognition,PracticeMeaning,1,droze,drip,0,4370,sleep,NA,NA
53,female,45,Recognition,PracticeMeaning,2,gadoid,fish,0,8793,absent,NA,NA
53,female,45,Recognition,PracticeMeaning,3,zamindar,landlord,0,6304,snake,NA,NA
53,female,45,Recognition,Meaning,1,blandish,flatter,0,4855,boring,NA,NA
53,female,45,Recognition,Meaning,2,interstice,space,0,7851,interject,NA,NA
53,female,45,Recognition,Meaning,3,sprauncy,smart,0,6205,cheeky,NA,NA
53,female,45,Recognition,Meaning,4,stentorian,loud,0,7237,soldier,NA,NA
53,female,45,Recognition,Meaning,5,burgeon,flourish,0,6772,brandish,NA,NA
53,female,45,Recognition,Meaning,6,subluxation,dislocation,0,9738,argu,NA,NA
53,female,45,Recognition,Meaning,7,sodality,fellowship,0,5588,together,NA,NA
53,female,45,Recognition,Meaning,8,surquedry,arrogance,0,8529,amusing,NA,NA
53,female,45,Recognition,Meaning,9,maunder,ramble,0,5069,charity,NA,NA
53,female,45,Recognition,Meaning,10,orotund,pompous,0,3785,fat,NA,NA
53,female,45,Recognition,Meaning,11,intractable,unmanageable,0,5992,immovable,NA,NA
53,female,45,Recognition,Meaning,12,plangent,noisy,0,5767,flowerlike,NA,NA
53,female,45,Recognition,Meaning,13,mendicant,beggar,0,0,,NA,NA
53,female,45,Recognition,Meaning,14,sententious,moralising,0,6748,alert,NA,NA
53,female,45,Recognition,Meaning,15,threnody,lament,0,8977,irritating,NA,NA
53,female,45,Recognition,PracticeStudy,1,leggiadrous,elegant,NA,NA,NA,NA,NA
53,female,45,Recognition,PracticeStudy,2,desman,mole,NA,NA,NA,NA,NA
53,female,45,Recognition,PracticeStudy,3,carcanet,necklace,NA,NA,NA,NA,NA
53,female,45,Recognition,Study,1,frond,leaf,NA,NA,NA,NA,NA
53,female,45,Recognition,Study,2,inimical,hostile,NA,NA,NA,NA,NA
53,female,45,Recognition,Study,3,tyro,beginner,NA,NA,NA,NA,NA
53,female,45,Recognition,Study,4,opprobrium,disgrace,NA,NA,NA,NA,NA
53,female,45,Recognition,Study,5,effulgent,shining,NA,NA,NA,NA,NA
53,female,45,Recognition,Study,6,imprecation,curse,NA,NA,NA,NA,NA
53,female,45,Recognition,Study,7,subdolous,crafty,NA,NA,NA,NA,NA
53,female,45,Recognition,Study,8,trammel,impede,NA,NA,NA,NA,NA
53,female,45,Recognition,Study,9,spoffish,fussy,NA,NA,NA,NA,NA
53,female,45,Recognition,Study,10,contumacious,rebellious,NA,NA,NA,NA,NA
53,female,45,Recognition,Study,11,inchoate,undeveloped,NA,NA,NA,NA,NA
53,female,45,Recognition,Study,12,subsecive,spare,NA,NA,NA,NA,NA
53,female,45,Recognition,Study,13,recreant,surrendering,NA,NA,NA,NA,NA
53,female,45,Recognition,Study,14,slake,quench,NA,NA,NA,NA,NA
53,female,45,Recognition,Study,15,perpend,consider,NA,NA,NA,NA,NA
53,female,45,Recognition,PracticeFirstWord,1,infandous,horrible,0,4108,infantile,NA,NA
53,female,45,Recognition,PracticeFirstWord,2,achene,fruit,0,4687,aching,NA,NA
53,female,45,Recognition,PracticeFirstWord,3,tantivy,quick,0,4185,creative,NA,NA
53,female,45,Recognition,First Word,1,limpid,clear,0,3980,limp,NA,NA
53,female,45,Recognition,First Word,2,picaroon,cheat,0,3107,silly,NA,NA
53,female,45,Recognition,First Word,3,renitent,resistant,0,4671,sad,NA,NA
53,female,45,Recognition,First Word,4,esculent,edible,0,5351,frothy,NA,NA
53,female,45,Recognition,First Word,5,immolate,sacrifice,0,4141,fire,NA,NA
53,female,45,Recognition,First Word,6,gossamer,flimsy,0,2490,fine,NA,NA
53,female,45,Recognition,First Word,7,minatory,threatening,0,6116,unimpotant,NA,NA
53,female,45,Recognition,First Word,8,encomium,tribute,0,6523,expensive,NA,NA
53,female,45,Recognition,First Word,9,compendious,concise,0,4312,large,NA,NA
53,female,45,Recognition,First Word,10,abjure,reject,0,6938,endure,NA,NA
53,female,45,Recognition,First Word,11,recondite,hidden,0,6340,sorry,NA,NA
53,female,45,Recognition,First Word,12,superate,overcome,0,4606,large,NA,NA
53,female,45,Recognition,First Word,13,spoliate,plunder,0,4875,nasty,NA,NA
53,female,45,Recognition,First Word,14,inculcate,instil,0,5128,many,NA,NA
53,female,45,Recognition,First Word,15,peculate,embezzle,0,4035,eat,NA,NA
53,female,45,Recognition,RecognitionPractice,1,necklace,NA,1,3795,NA,Study,Target
53,female,45,Recognition,RecognitionPractice,2,landlord,NA,1,1485,NA,meaning,Target
53,female,45,Recognition,RecognitionPractice,3,tantivy,NA,1,5738,NA,firstword,Cue
53,female,45,Recognition,RecognitionPractice,4,leggiadrous,NA,0,3360,NA,Study,Cue
53,female,45,Recognition,RecognitionPractice,5,fish,NA,1,1451,NA,meaning,Target
53,female,45,Recognition,RecognitionPractice,6,infandous,NA,0,3929,NA,firstword,Cue
53,female,45,Recognition,Recognition,1,unyielding,NA,1,3668,NA,Foil,Target
53,female,45,Recognition,Recognition,2,blandish,NA,1,3846,NA,Meaning,Cue
53,female,45,Recognition,Recognition,3,mendicant,NA,1,6063,NA,Meaning,Cue
53,female,45,Recognition,Recognition,4,withdraw,NA,1,2090,NA,Foil,Target
53,female,45,Recognition,Recognition,5,perpend,NA,1,3210,NA,Study,Cue
53,female,45,Recognition,Recognition,6,flatter,NA,1,1734,NA,Meaning,Target
53,female,45,Recognition,Recognition,7,slake,NA,1,1730,NA,Study,Cue
53,female,45,Recognition,Recognition,8,inchoate,NA,1,4929,NA,Study,Cue
53,female,45,Recognition,Recognition,9,subsecive,NA,1,3890,NA,Study,Cue
53,female,45,Recognition,Recognition,10,spoliate,NA,1,1920,NA,First Word,Cue
53,female,45,Recognition,Recognition,11,roke,NA,1,2022,NA,Foil,Cue
53,female,45,Recognition,Recognition,12,noisy,NA,1,3477,NA,Meaning,Target
53,female,45,Recognition,Recognition,13,pompous,NA,1,3207,NA,Meaning,Target
53,female,45,Recognition,Recognition,14,burgeon,NA,1,2399,NA,Meaning,Cue
53,female,45,Recognition,Recognition,15,superate,NA,1,4173,NA,First Word,Cue
53,female,45,Recognition,Recognition,16,shining,NA,1,1940,NA,Study,Target
53,female,45,Recognition,Recognition,17,undeveloped,NA,1,6103,NA,Study,Target
53,female,45,Recognition,Recognition,18,fellowship,NA,0,4383,NA,Meaning,Target
53,female,45,Recognition,Recognition,19,reject,NA,1,3507,NA,First Word,Target
53,female,45,Recognition,Recognition,20,flimsy,NA,1,1711,NA,First Word,Target
53,female,45,Recognition,Recognition,21,effulgent,NA,0,10221,NA,Study,Cue
53,female,45,Recognition,Recognition,22,compendious,NA,1,2269,NA,First Word,Cue
53,female,45,Recognition,Recognition,23,rebellious,NA,1,2220,NA,Study,Target
53,female,45,Recognition,Recognition,24,sacrifice,NA,1,2068,NA,First Word,Target
53,female,45,Recognition,Recognition,25,impede,NA,1,11308,NA,Study,Target
53,female,45,Recognition,Recognition,26,arrogance,NA,1,1401,NA,Meaning,Target
53,female,45,Recognition,Recognition,27,curse,NA,1,1283,NA,Study,Target
53,female,45,Recognition,Recognition,28,peculate,NA,1,3671,NA,First Word,Cue
53,female,45,Recognition,Recognition,29,inimical,NA,1,4578,NA,Study,Cue
53,female,45,Recognition,Recognition,30,descry,NA,1,2910,NA,Foil,Cue
53,female,45,Recognition,Recognition,31,succursal,NA,1,6246,NA,Foil,Cue
53,female,45,Recognition,Recognition,32,spare,NA,1,6032,NA,Study,Target
53,female,45,Recognition,Recognition,33,edible,NA,1,1506,NA,First Word,Target
53,female,45,Recognition,Recognition,34,discover,NA,1,3665,NA,Foil,Target
53,female,45,Recognition,Recognition,35,minatory,NA,1,4582,NA,First Word,Cue
53,female,45,Recognition,Recognition,36,overcome,NA,1,11139,NA,First Word,Target
53,female,45,Recognition,Recognition,37,maunder,NA,1,2235,NA,Meaning,Cue
53,female,45,Recognition,Recognition,38,pertinacious,NA,0,7442,NA,Foil,Cue
53,female,45,Recognition,Recognition,39,hostile,NA,1,2592,NA,Study,Target
53,female,45,Recognition,Recognition,40,leaf,NA,1,1994,NA,Study,Target
53,female,45,Recognition,Recognition,41,stanchion,NA,1,1735,NA,Foil,Cue
53,female,45,Recognition,Recognition,42,billow,NA,1,1845,NA,Foil,Target
53,female,45,Recognition,Recognition,43,sprauncy,NA,1,1969,NA,Meaning,Cue
53,female,45,Recognition,Recognition,44,valinch,NA,1,1673,NA,Foil,Cue
53,female,45,Recognition,Recognition,45,plangent,NA,1,2906,NA,Meaning,Cue
53,female,45,Recognition,Recognition,46,renitent,NA,1,5669,NA,First Word,Cue
53,female,45,Recognition,Recognition,47,rebuke,NA,1,2119,NA,Foil,Target
53,female,45,Recognition,Recognition,48,repellent,NA,1,2403,NA,Foil,Target
53,female,45,Recognition,Recognition,49,tyro,NA,1,2022,NA,Study,Cue
53,female,45,Recognition,Recognition,50,contumacious,NA,0,4319,NA,Study,Cue
53,female,45,Recognition,Recognition,51,space,NA,1,1936,NA,Meaning,Target
53,female,45,Recognition,Recognition,52,gossamer,NA,1,1861,NA,First Word,Cue
53,female,45,Recognition,Recognition,53,loud,NA,1,2351,NA,Meaning,Target
53,female,45,Recognition,Recognition,54,sodality,NA,1,3467,NA,Meaning,Cue
53,female,45,Recognition,Recognition,55,beginner,NA,1,2437,NA,Study,Target
53,female,45,Recognition,Recognition,56,tribute,NA,1,2398,NA,First Word,Target
53,female,45,Recognition,Recognition,57,crafty,NA,1,1734,NA,Study,Target
53,female,45,Recognition,Recognition,58,beggar,NA,1,8507,NA,Meaning,Target
53,female,45,Recognition,Recognition,59,picaroon,NA,1,3823,NA,First Word,Cue
53,female,45,Recognition,Recognition,60,grant,NA,1,4582,NA,Foil,Target
53,female,45,Recognition,Recognition,61,lassitude,NA,1,2076,NA,Foil,Cue
53,female,45,Recognition,Recognition,62,lament,NA,1,1620,NA,Meaning,Target
53,female,45,Recognition,Recognition,63,immure,NA,1,7974,NA,Foil,Cue
53,female,45,Recognition,Recognition,64,frond,NA,1,1282,NA,Study,Cue
53,female,45,Recognition,Recognition,65,interstice,NA,1,3594,NA,Meaning,Cue
53,female,45,Recognition,Recognition,66,plunder,NA,1,1795,NA,First Word,Target
53,female,45,Recognition,Recognition,67,overthrow,NA,0,3839,NA,Foil,Target
53,female,45,Recognition,Recognition,68,roil,NA,1,1426,NA,Foil,Cue
53,female,45,Recognition,Recognition,69,surquedry,NA,1,2206,NA,Meaning,Cue
53,female,45,Recognition,Recognition,70,quench,NA,1,5971,NA,Study,Target
53,female,45,Recognition,Recognition,71,cheat,NA,1,2169,NA,First Word,Target
53,female,45,Recognition,Recognition,72,disgrace,NA,0,3736,NA,Study,Target
53,female,45,Recognition,Recognition,73,threnody,NA,1,1597,NA,Meaning,Cue
53,female,45,Recognition,Recognition,74,sententious,NA,1,3671,NA,Meaning,Cue
53,female,45,Recognition,Recognition,75,consider,NA,0,3188,NA,Study,Target
53,female,45,Recognition,Recognition,76,imprecation,NA,0,7717,NA,Study,Cue
53,female,45,Recognition,Recognition,77,support,NA,1,2384,NA,Foil,Target
53,female,45,Recognition,Recognition,78,clear,NA,1,2081,NA,First Word,Target
53,female,45,Recognition,Recognition,79,surrendering,NA,1,1594,NA,Study,Target
53,female,45,Recognition,Recognition,80,dislocation,NA,0,2651,NA,Meaning,Target
53,female,45,Recognition,Recognition,81,fussy,NA,1,1474,NA,Study,Target
53,female,45,Recognition,Recognition,82,ramble,NA,1,1796,NA,Meaning,Target
53,female,45,Recognition,Recognition,83,unemotional,NA,1,1765,NA,Foil,Target
53,female,45,Recognition,Recognition,84,mist,NA,1,1255,NA,Foil,Target
53,female,45,Recognition,Recognition,85,rebarbative,NA,1,2361,NA,Foil,Cue
53,female,45,Recognition,Recognition,86,subluxation,NA,1,8362,NA,Meaning,Cue
53,female,45,Recognition,Recognition,87,immolate,NA,1,1048,NA,First Word,Cue
53,female,45,Recognition,Recognition,88,flourish,NA,1,2684,NA,Meaning,Target
53,female,45,Recognition,Recognition,89,unmanageable,NA,1,2190,NA,Meaning,Target
53,female,45,Recognition,Recognition,90,orotund,NA,1,5039,NA,Meaning,Cue
53,female,45,Recognition,Recognition,91,esculent,NA,1,3726,NA,First Word,Cue
53,female,45,Recognition,Recognition,92,concise,NA,1,1048,NA,First Word,Target
53,female,45,Recognition,Recognition,93,hidden,NA,1,5315,NA,First Word,Target
53,female,45,Recognition,Recognition,94,recreant,NA,1,4997,NA,Study,Cue
53,female,45,Recognition,Recognition,95,encomium,NA,1,3263,NA,First Word,Cue
53,female,45,Recognition,Recognition,96,recondite,NA,1,6759,NA,First Word,Cue
53,female,45,Recognition,Recognition,97,smart,NA,1,1553,NA,Meaning,Target
53,female,45,Recognition,Recognition,98,everse,NA,1,2007,NA,Foil,Cue
53,female,45,Recognition,Recognition,99,spoffish,NA,1,3100,NA,Study,Cue
53,female,45,Recognition,Recognition,100,intractable,NA,1,3621,NA,Meaning,Cue
53,female,45,Recognition,Recognition,101,opprobrium,NA,1,2860,NA,Study,Cue
53,female,45,Recognition,Recognition,102,abjure,NA,1,1106,NA,First Word,Cue
53,female,45,Recognition,Recognition,103,moralising,NA,1,5083,NA,Meaning,Target
53,female,45,Recognition,Recognition,104,tube,NA,1,2074,NA,Foil,Target
53,female,45,Recognition,Recognition,105,instil,NA,0,1305,NA,First Word,Target
53,female,45,Recognition,Recognition,106,stentorian,NA,1,2625,NA,Meaning,Cue
53,female,45,Recognition,Recognition,107,limpid,NA,1,1625,NA,First Word,Cue
53,female,45,Recognition,Recognition,108,imprison,NA,1,2574,NA,Foil,Target
53,female,45,Recognition,Recognition,109,trammel,NA,0,1471,NA,Study,Cue
53,female,45,Recognition,Recognition,110,embezzle,NA,1,1496,NA,First Word,Target
53,female,45,Recognition,Recognition,111,tiredness,NA,1,2049,NA,Foil,Target
53,female,45,Recognition,Recognition,112,resistant,NA,1,2009,NA,First Word,Target
53,female,45,Recognition,Recognition,113,subduce,NA,1,4591,NA,Foil,Cue
53,female,45,Recognition,Recognition,114,threatening,NA,1,2696,NA,First Word,Target
53,female,45,Recognition,Recognition,115,stolid,NA,1,1614,NA,Foil,Cue
53,female,45,Recognition,Recognition,116,subvention,NA,1,2768,NA,Foil,Cue
53,female,45,Recognition,Recognition,117,objurgate,NA,1,6350,NA,Foil,Cue
53,female,45,Recognition,Recognition,118,inculcate,NA,1,1530,NA,First Word,Cue
53,female,45,Recognition,Recognition,119,subdolous,NA,1,4806,NA,Study,Cue
53,female,45,Recognition,Recognition,120,branch,NA,1,1555,NA,Foil,Target
54,female,20,Recall,PracticeMeaning,1,achene,fruit,0,8453,ache,NA,NA
54,female,20,Recall,PracticeMeaning,2,gadoid,fish,0,4508,rock,NA,NA
54,female,20,Recall,PracticeMeaning,3,zamindar,landlord,0,6139,reminder,NA,NA
54,female,20,Recall,Meaning,1,recreant,surrendering,0,9920,recurr,NA,NA
54,female,20,Recall,Meaning,2,succursal,branch,0,4163,occur,NA,NA
54,female,20,Recall,Meaning,3,subsecive,spare,0,8369,after,NA,NA
54,female,20,Recall,Meaning,4,esculent,edible,0,8016,rare,NA,NA
54,female,20,Recall,Meaning,5,effulgent,shining,0,9947,fu,NA,NA
54,female,20,Recall,Meaning,6,orotund,pompous,0,2427,round,NA,NA
54,female,20,Recall,Meaning,7,sodality,fellowship,0,6604,alone,NA,NA
54,female,20,Recall,Meaning,8,limpid,clear,0,5085,flacid,NA,NA
54,female,20,Recall,Meaning,9,perpend,consider,0,7872,stick,NA,NA
54,female,20,Recall,Meaning,10,mendicant,beggar,0,5623,merchant,NA,NA
54,female,20,Recall,Meaning,11,sententious,moralising,0,7377,suspicious,NA,NA
54,female,20,Recall,Meaning,12,intractable,unmanageable,0,7588,retractable,NA,NA
54,female,20,Recall,Meaning,13,maunder,ramble,0,7774,loaf,NA,NA
54,female,20,Recall,Meaning,14,immure,imprison,0,5457,immune,NA,NA
54,female,20,Recall,Meaning,15,compendious,concise,0,6561,understand,NA,NA
54,female,20,Recall,PracticeStudy,1,droze,drip,NA,NA,NA,NA,NA
54,female,20,Recall,PracticeStudy,2,tantivy,quick,NA,NA,NA,NA,NA
54,female,20,Recall,PracticeStudy,3,infandous,horrible,NA,NA,NA,NA,NA
54,female,20,Recall,Study,1,subluxation,dislocation,NA,NA,NA,NA,NA
54,female,20,Recall,Study,2,opprobrium,disgrace,NA,NA,NA,NA,NA
54,female,20,Recall,Study,3,roke,mist,NA,NA,NA,NA,NA
54,female,20,Recall,Study,4,stanchion,support,NA,NA,NA,NA,NA
54,female,20,Recall,Study,5,valinch,tube,NA,NA,NA,NA,NA
54,female,20,Recall,Study,6,blandish,flatter,NA,NA,NA,NA,NA
54,female,20,Recall,Study,7,trammel,impede,NA,NA,NA,NA,NA
54,female,20,Recall,Study,8,recondite,hidden,NA,NA,NA,NA,NA
54,female,20,Recall,Study,9,rebarbative,repellent,NA,NA,NA,NA,NA
54,female,20,Recall,Study,10,surquedry,arrogance,NA,NA,NA,NA,NA
54,female,20,Recall,Study,11,spoffish,fussy,NA,NA,NA,NA,NA
54,female,20,Recall,Study,12,sprauncy,smart,NA,NA,NA,NA,NA
54,female,20,Recall,Study,13,descry,discover,NA,NA,NA,NA,NA
54,female,20,Recall,Study,14,interstice,space,NA,NA,NA,NA,NA
54,female,20,Recall,Study,15,imprecation,curse,NA,NA,NA,NA,NA
54,female,20,Recall,PracticeFirstWord,1,carcanet,necklace,0,2847,castle,NA,NA
54,female,20,Recall,PracticeFirstWord,2,desman,mole,0,4120,man,NA,NA
54,female,20,Recall,PracticeFirstWord,3,leggiadrous,elegant,0,6389,giraffe,NA,NA
54,female,20,Recall,First Word,1,plangent,noisy,0,2734,plant,NA,NA
54,female,20,Recall,First Word,2,contumacious,rebellious,0,4225,consume,NA,NA
54,female,20,Recall,First Word,3,picaroon,cheat,0,4594,macaroon,NA,NA
54,female,20,Recall,First Word,4,slake,quench,0,3841,snake,NA,NA
54,female,20,Recall,First Word,5,stolid,unemotional,0,4470,lid,NA,NA
54,female,20,Recall,First Word,6,inculcate,instil,0,5630,inarticulate,NA,NA
54,female,20,Recall,First Word,7,tyro,beginner,0,3693,pyro,NA,NA
54,female,20,Recall,First Word,8,gossamer,flimsy,0,3200,gamer,NA,NA
54,female,20,Recall,First Word,9,subdolous,crafty,0,5859,subselective,NA,NA
54,female,20,Recall,First Word,10,stentorian,loud,0,3864,stent,NA,NA
54,female,20,Recall,First Word,11,burgeon,flourish,0,2390,burger,NA,NA
54,female,20,Recall,First Word,12,renitent,resistant,0,4256,rent,NA,NA
54,female,20,Recall,First Word,13,subvention,grant,0,3722,invention,NA,NA
54,female,20,Recall,First Word,14,roil,billow,0,3345,boil,NA,NA
54,female,20,Recall,First Word,15,minatory,threatening,0,3040,minator,NA,NA
54,female,20,Recall,RecallPractice,1,desman,mole,0,16043,beggar,firstword,Cue
54,female,20,Recall,RecallPractice,2,zamindar,landlord,0,11384,flourish,meaning,Cue
54,female,20,Recall,RecallPractice,3,droze,drip,1,4984,drip,Study,Cue
54,female,20,Recall,Recall,1,perpend,consider,0,20965,purpose,Meaning,Cue
54,female,20,Recall,Recall,2,descry,discover,0,27407,descriptive,Study,Cue
54,female,20,Recall,Recall,3,slake,quench,0,28622,mist,First Word,Cue
54,female,20,Recall,Recall,4,immolate,sacrifice,0,12099,immune,Foil,Cue
54,female,20,Recall,Recall,5,superate,overcome,0,37829,submerse,Foil,Cue
54,female,20,Recall,Recall,6,maunder,ramble,0,27671,appear,Meaning,Cue
54,female,20,Recall,Recall,7,opprobrium,disgrace,0,8765,pompous,Study,Cue
54,female,20,Recall,Recall,8,minatory,threatening,1,5602,threatening,First Word,Cue
54,female,20,Recall,Recall,9,subsecive,spare,0,51790,secondary,Meaning,Cue
54,female,20,Recall,Recall,10,everse,overthrow,0,25772,remember,Foil,Cue
54,female,20,Recall,Recall,11,stanchion,support,0,5872,landlord,Study,Cue
54,female,20,Recall,Recall,12,sententious,moralising,0,40890,overpowering,Meaning,Cue
54,female,20,Recall,Recall,13,compendious,concise,0,5779,consise,Meaning,Cue
54,female,20,Recall,Recall,14,subduce,withdraw,0,22711,flatter,Foil,Cue
54,female,20,Recall,Recall,15,effulgent,shining,0,37513,flurry,Meaning,Cue
54,female,20,Recall,Recall,16,spoliate,plunder,0,10700,voilate,Foil,Cue
54,female,20,Recall,Recall,17,blandish,flatter,0,10137,unemotional,Study,Cue
54,female,20,Recall,Recall,18,inimical,hostile,0,10082,intimidate,Foil,Cue
54,female,20,Recall,Recall,19,succursal,branch,0,45111,reoccur,Meaning,Cue
54,female,20,Recall,Recall,20,plangent,noisy,0,61007,fish,First Word,Cue
54,female,20,Recall,Recall,21,tyro,beginner,0,21678,tiresome,First Word,Cue
54,female,20,Recall,Recall,22,surquedry,arrogance,1,11377,arrogance,Study,Cue
54,female,20,Recall,Recall,23,abjure,reject,0,24426,endure,Foil,Cue
54,female,20,Recall,Recall,24,picaroon,cheat,0,23570,beggar,First Word,Cue
54,female,20,Recall,Recall,25,roil,billow,0,33665,root,First Word,Cue
54,female,20,Recall,Recall,26,objurgate,rebuke,0,14229,obscure,Foil,Cue
54,female,20,Recall,Recall,27,esculent,edible,0,29827,exotic,Meaning,Cue
54,female,20,Recall,Recall,28,peculate,embezzle,0,31935,watch,Foil,Cue
54,female,20,Recall,Recall,29,subdolous,crafty,0,13356,unconscious,First Word,Cue
54,female,20,Recall,Recall,30,intractable,unmanageable,1,13225,unmanageable,Meaning,Cue
54,female,20,Recall,Recall,31,burgeon,flourish,1,7841,flourish,First Word,Cue
54,female,20,Recall,Recall,32,frond,leaf,0,17717,round,Foil,Cue
54,female,20,Recall,Recall,33,encomium,tribute,0,20368,hidden,Foil,Cue
54,female,20,Recall,Recall,34,orotund,pompous,0,8411,round,Meaning,Cue
54,female,20,Recall,Recall,35,stolid,unemotional,0,40671,tall,First Word,Cue
54,female,20,Recall,Recall,36,valinch,tube,0,32610,loud,Study,Cue
54,female,20,Recall,Recall,37,rebarbative,repellent,0,14635,repress,Study,Cue
54,female,20,Recall,Recall,38,sprauncy,smart,0,9858,random,Study,Cue
54,female,20,Recall,Recall,39,interstice,space,1,5522,space,Study,Cue
54,female,20,Recall,Recall,40,stentorian,loud,1,21211,loud,First Word,Cue
54,female,20,Recall,Recall,41,recreant,surrendering,0,17104,recur,Meaning,Cue
54,female,20,Recall,Recall,42,spoffish,fussy,0,30988,fluffy,Study,Cue
54,female,20,Recall,Recall,43,trammel,impede,1,6586,impede,Study,Cue
54,female,20,Recall,Recall,44,subvention,grant,0,21416,unmanagable,First Word,Cue
54,female,20,Recall,Recall,45,recondite,hidden,1,13676,hidden,Study,Cue
54,female,20,Recall,Recall,46,roke,mist,0,47078,provoke,Study,Cue
54,female,20,Recall,Recall,47,renitent,resistant,0,11822,remainder,First Word,Cue
54,female,20,Recall,Recall,48,immure,imprison,0,15179,immune,Meaning,Cue
54,female,20,Recall,Recall,49,sodality,fellowship,1,5630,fellowship,Meaning,Cue
54,female,20,Recall,Recall,50,threnody,lament,0,31405,leader,Foil,Cue
54,female,20,Recall,Recall,51,gossamer,flimsy,0,18180,purpose,First Word,Cue
54,female,20,Recall,Recall,52,mendicant,beggar,1,8623,beggar,Meaning,Cue
54,female,20,Recall,Recall,53,limpid,clear,0,37222,flat,Meaning,Cue
54,female,20,Recall,Recall,54,lassitude,tiredness,0,14761,long,Foil,Cue
54,female,20,Recall,Recall,55,subluxation,dislocation,0,13172,submerge,Study,Cue
54,female,20,Recall,Recall,56,inchoate,undeveloped,0,7491,iniciate,Foil,Cue
54,female,20,Recall,Recall,57,imprecation,curse,0,10291,impression,Study,Cue
54,female,20,Recall,Recall,58,contumacious,rebellious,0,27945,arrogant,First Word,Cue
54,female,20,Recall,Recall,59,inculcate,instil,0,9726,innoculate,First Word,Cue
54,female,20,Recall,Recall,60,pertinacious,unyielding,0,22962,advantagous,Foil,Cue
